1658389365.341723, 1, E2003412DC03011924274797, 3.6140587362585705, -67, 867500
1658389365.344618, 1, E2003EA4E986B60A61819949, 4.994641445355648, -67, 867500
1658389365.347418, 1, E2003412DC03011924274797, 3.8288160465625602, -65, 867500
1658389365.357746, 1, E2003EA4E986B60A61819949, 4.76147636559703, -67, 867500
1658389365.361076, 1, E2003412DC03011924274797, 3.6324665057131984, -66, 867500
1658389365.366869, 1, E2003412DC03011924274797, 3.80427235395639, -67, 867500
1658389365.368617, 1, E2003EA4E986B60A61819949, 4.9394181369917645, -66, 867500
1658389365.372953, 1, E2003412DC03011924274797, 3.933126740138784, -66, 867500
1658389365.374638, 1, E2003EA4E986B60A61819949, 4.914874444385594, -67, 867500
1658389365.387979, 1, E2003412DC03011924274797, 3.663146121470911, -66, 867500
1658389365.389346, 1, E2003EA4E986B60A61819949, 4.865787059173254, -67, 867500
1658389365.393006, 1, E2003EA4E986B60A61819949, 4.381049130201391, -67, 867500
1658389365.395251, 1, E2003412DC03011924274797, 3.663146121470911, -66, 867500
1658389365.403446, 1, E2003412DC03011924274797, 3.761320891895592, -66, 867500
1658389365.405815, 1, E2003EA4E986B60A61819949, 5.246214294568893, -67, 867500
1658389365.425246, 1, E2003412DC03011924274797, 3.724505352986337, -65, 867500
1658389365.428916, 1, E2003412DC03011924274797, 3.724505352986337, -66, 867500
1658389365.447586, 1, E2003412DC03011924274797, 3.6263305825616556, -66, 867500
1658389365.453465, 1, E2003EA4E986B60A61819949, 4.871922982324796, -67, 867500
1658389365.460278, 1, E2003412DC03011924274797, 3.5711072741977725, -66, 867500
1658389365.462972, 1, E2003EA4E986B60A61819949, 4.97623367590102, -66, 867500
1658389365.467960, 1, E2003412DC03011924274797, 3.792000507653305, -65, 867500
1658389365.478077, 1, E2003412DC03011924274797, 3.6201946594101133, -66, 867500
1658389365.483176, 1, E2003412DC03011924274797, 3.767456815047135, -66, 867500
1658389365.492375, 1, E2003412DC03011924274797, 3.497476196379262, -66, 867500
1658389365.502335, 1, E2003412DC03011924274797, 3.5158839658338894, -65, 867500
1658389365.506867, 1, E2003EA4E986B60A61819949, 4.970097752749477, -66, 867500
1658389365.519427, 1, E2003412DC03011924274797, 3.8533597391687304, -67, 867500
1658389365.520508, 1, E2003EA4E986B60A61819949, 5.184855063053467, -68, 867500
1658389365.529034, 1, E2003EA4E986B60A61819949, 5.031456984264903, -67, 867500
1658389365.530630, 1, E2003412DC03011924274797, 3.509748042682347, -66, 867500
1658389365.538378, 1, E2003412DC03011924274797, 3.5833791205008576, -65, 867500
1658389365.557746, 1, E2003412DC03011924274797, 3.6386024288647407, -66, 867500
1658389365.565298, 1, E2003412DC03011924274797, 3.7551849687440497, -66, 867500
1658389365.566683, 1, E2003EA4E986B60A61819949, 4.81056375080937, -67, 867500
1658389365.573718, 1, E2003EA4E986B60A61819949, 4.669437518323892, -67, 867500
1658389365.575200, 1, E2003412DC03011924274797, 3.792000507653305, -67, 867500
1658389365.587787, 1, E2003EA4E986B60A61819949, 4.908738521234052, -66, 867500
1658389365.588984, 1, E2003412DC03011924274797, 3.442252888015379, -66, 867500
1658389365.594833, 1, E2003412DC03011924274797, 3.718369429834794, -66, 867500
1658389365.603697, 1, E2003412DC03011924274797, 3.6079228131070282, -66, 867500
1658389365.611831, 1, E2003EA4E986B60A61819949, 4.546719055293041, -67, 867500
1658389365.614200, 1, E2003412DC03011924274797, 3.7551849687440497, -66, 867500
1658389365.617071, 1, E2003412DC03011924274797, 3.5833791205008576, -65, 867500
1658389365.619507, 1, E2003EA4E986B60A61819949, 4.890330751779424, -67, 867500
1658389365.634984, 1, E2003412DC03011924274797, 3.5036121195308043, -65, 867500
1658389365.636112, 1, E2003EA4E986B60A61819949, 5.258486140871978, -67, 867500
1658389365.643036, 1, E2003412DC03011924274797, 3.9392626632903265, -65, 867500
1658389365.644165, 1, E2003EA4E986B60A61819949, 4.908738521234052, -67, 867500
1658389365.664404, 1, E2003412DC03011924274797, 3.6263305825616556, -66, 867500
1658389365.688713, 1, E2003412DC03011924274797, 3.6570101983193686, -66, 867500
1658389365.697123, 1, E2003412DC03011924274797, 3.724505352986337, -66, 867500
1658389365.712766, 1, E2003412DC03011924274797, 3.650874275167826, -66, 867500
1658389365.718090, 1, E2003412DC03011924274797, 3.834951969714103, -65, 867500
1658389365.719187, 1, E2003EA4E986B60A61819949, 5.013049214810275, -66, 867500
1658389365.727271, 1, E2003EA4E986B60A61819949, 4.878058905476339, -67, 867500
1658389365.729041, 1, E2003412DC03011924274797, 3.792000507653305, -66, 867500
1658389365.738750, 1, E2003EA4E986B60A61819949, 5.092816215780329, -68, 867500
1658389365.740696, 1, E2003412DC03011924274797, 3.5465635815916023, -66, 867500
1658389365.745974, 1, E2003412DC03011924274797, 3.6079228131070282, -65, 867500
1658389365.757948, 1, E2003412DC03011924274797, 3.902447124381071, -65, 867500
1658389365.770666, 1, E2003412DC03011924274797, 3.6386024288647407, -65, 867500
1658389365.780395, 1, E2003412DC03011924274797, 3.859495662320273, -66, 867500
1658389365.783281, 1, E2003EA4E986B60A61819949, 4.871922982324796, -67, 867500
1658389365.784363, 1, E2003412DC03011924274797, 3.7551849687440497, -66, 867500
1658389365.792348, 1, E2003412DC03011924274797, 3.663146121470911, -66, 867500
1658389365.801244, 1, E2003412DC03011924274797, 3.749049045592507, -66, 867500
1658389365.808913, 1, E2003412DC03011924274797, 3.761320891895592, -66, 867500
1658389365.829257, 1, E2003412DC03011924274797, 3.5833791205008576, -64, 867500
1658389365.833273, 1, E2003EA4E986B60A61819949, 5.105088062083414, -67, 867500
1658389365.834373, 1, E2003412DC03011924274797, 3.77972866135022, -65, 867500
1658389365.974652, 1, E2003412DC03011924274797, 3.718369429834794, -65, 867500
1658389365.977454, 1, E2003EA4E986B60A61819949, 4.970097752749477, -66, 867500
1658389365.990526, 1, E2003EA4E986B60A61819949, 4.933282213840222, -67, 867500
1658389365.992446, 1, E2003412DC03011924274797, 3.706097583531709, -65, 867500
1658389366.003515, 1, E2003412DC03011924274797, 3.6263305825616556, -65, 867500
